Download Winning Numbers from www.calottery.com on 1/14/2017 (manually updated daily)  for MEGA MILLIONS

------  -------------------      --------    --------    --------    --------    --------    ------
Draw #     Draw Date             Number_1    Number_2    Number_3    Number_4    Number_5     Mega
------  -------------------      --------    --------    --------    --------    --------    ------

1489     Fri  Sep 27, 2019          12          20          31          43          45          20
1488     Tue  Sep 24, 2019          06          14          24          42          46          09
1487     Fri  Sep 20, 2019          23          24          42          48          53          22
1486     Tue  Sep 17, 2019          12          15          30          50          65          01
1485     Fri  Sep 13, 2019          06          16          37          59          62          05
1484     Tue  Sep 10, 2019          34          47          48          50          55          24
1483     Fri  Sep 06, 2019          04          11          13          19          31          10
1482     Tue  Sep 03, 2019          13          20          27          61          62          05
1481     Fri  Aug 30, 2019          03          09          11          34          39          10
1480     Tue  Aug 27, 2019          08          12          23          39          43          06
1479     Fri  Aug 23, 2019          11          15          37          54          68          21
1478     Tue  Aug 20, 2019          08          14          25          51          63          04
1477     Fri  Aug 16, 2019          04          14          24          26          46          14
1476     Tue  Aug 13, 2019          07          27          31          34          51          05
1475     Fri  Aug 09, 2019          15          53          56          59          63          01
1474     Tue  Aug 06, 2019          11          17          31          43          55          16
1473     Fri  Aug 02, 2019          11          20          26          48          70          19
1472     Tue  Jul 30, 2019          10          24          28          33          38          06
1471     Fri  Jul 26, 2019          04          06          11          43          48          11
1470     Tue  Jul 23, 2019          01          04          23          40          45          11
1469     Fri  Jul 19, 2019          16          18          28          33          67          14
1468     Tue  Jul 16, 2019          08          16          31          48          52          23
1467     Fri  Jul 12, 2019          08          25          38          56          59          07
1466     Tue  Jul 09, 2019          12          26          40          48          64          01
1465     Fri  Jul 05, 2019          06          38          47          57          63          12
1464     Tue  Jul 02, 2019          03          25          37          40          55          13
1463     Fri  Jun 28, 2019          02          35          49          53          63          01
1462     Tue  Jun 25, 2019          24          33          45          47          61          17
1461     Fri  Jun 21, 2019          13          30          36          48          62          18
1460     Tue  Jun 18, 2019          12          14          22          24          48          21
1459     Fri  Jun 14, 2019          19          40          47          57          65          06
1458     Tue  Jun 11, 2019          20          34          39          43          47          13
1457     Fri  Jun 07, 2019          17          19          27          40          68          02
1456     Tue  Jun 04, 2019          25          37          46          48          68          25
1455     Fri  May 31, 2019          07          08          26          65          67          04
1454     Tue  May 28, 2019          09          21          34          42          50          21
1453     Fri  May 24, 2019          14          41          44          56          62          10
1452     Tue  May 21, 2019          10          50          55          56          58          15
1451     Fri  May 17, 2019          05          17          28          32          63          11
1450     Tue  May 14, 2019          67          68          11          59          66          18
1449     Fri  May 10, 2019          61          62          21          16          03          19
1448     Tue  May 07, 2019          54          03          63          06          34          19
1447     Fri  May 03, 2019          16          08          68          66          22          11
1446     Tue  Apr 30, 2019          24          37          41          61          70          20
1445     Fri  Apr 26, 2019          09          17          23          30          46          10
1444     Tue  Apr 23, 2019          07          24          30          48          67          09
1443     Fri  Apr 19, 2019          18          25          43          44          57          25
1442     Tue  Apr 16, 2019          01          29          34          48          54          10
1441     Fri  Apr 12, 2019          01          24          25          40          70          04
1440     Tue  Apr 09, 2019          11          22          34          44          58          09
1439     Fri  Apr 05, 2019          08          22          24          38          64          21
1438     Tue  Apr 02, 2019          33          47          58          59          64          25
1437     Fri  Mar 29, 2019          05          14          15          62          66          03
1436     Tue  Mar 26, 2019          04          14          22          43          58          09
1435     Fri  Mar 22, 2019          07          36          58          60          62          10
1434     Tue  Mar 19, 2019          10          42          53          67          68          15
1433     Fri  Mar 15, 2019          03          29          56          62          64          04
1432     Tue  Mar 12, 2019          10          12          16          49          57          18
1431     Fri  Mar 08, 2019          04          09          42          62          68          07
1430     Tue  Mar 05, 2019          15          20          32          37          52          06
1429     Fri  Mar 01, 2019          29          33          39          60          66          21
1428     Tue  Feb 26, 2019          10          12          14          24          60          20
1427     Fri  Feb 22, 2019          18          24          31          34          55          04
1426     Tue  Feb 19, 2019          17          24          34          56          65          03
1425     Fri  Feb 15, 2019          10          38          40          43          65          12
1424     Tue  Feb 12, 2019          15          32          39          50          65          07
